epoch,train_loss,train_acc,val_loss,val_acc,lr
57,0.6935929024487092,0.49496106275767293,0.6931675750719427,0.4985305904354796,0.00025
58,0.6933302173251905,0.500114521300962,0.6938835599828206,0.5014694095645205,0.00025
59,0.6935157602771509,0.5006298671552909,0.6933044563344924,0.4985305904354796,0.00025
60,0.6935489897710492,0.49862574438845625,0.6931640968869276,0.5014694095645205,0.00025
61,0.6932836323225656,0.4971942281264315,0.6931737316441415,0.4985305904354796,0.000125
62,0.6930364458264968,0.5042372881355932,0.6933400467089909,0.5014694095645205,0.000125
63,0.693467789077453,0.499942739349519,0.6933319045839353,0.4985305904354796,0.000125
64,0.6934513803801841,0.49685066422354557,0.6931594136307145,0.4985305904354796,0.000125
65,0.6933950552741596,0.4951328447091159,0.6931430834071571,0.5014694095645205,0.000125
66,0.6932250563562108,0.5030348144754925,0.6932389575180892,0.5014694095645205,0.000125
67,0.6933640349746788,0.49622079706825467,0.6932365296201021,0.4985305904354796,0.000125
68,0.6933307709685171,0.5007443884562529,0.6932115313715709,0.4985305904354796,0.000125
69,0.6933247203462123,0.4962780577187357,0.6931625580902314,0.5014694095645205,0.000125
70,0.6932921362917084,0.4976523133302794,0.6932251365497537,0.4985305904354796,0.000125
71,0.6932848675284864,0.4960490151168117,0.6931661449426513,0.4985305904354796,0.000125
72,0.6933264560618643,0.49811039853412736,0.6934188990519068,0.5014694095645205,0.000125
73,0.6934004152143324,0.4907810352725607,0.6931498947068392,0.4985305904354796,0.000125
74,0.6933169376942961,0.49049473202015575,0.6931428615976202,0.5014694095645205,0.000125
75,0.6931419281636254,0.5041227668346312,0.6932705899562678,0.5014694095645205,0.000125
76,0.6932459227873872,0.5021186440677966,0.693174821964853,0.5014694095645205,0.000125
77,0.6931754070523132,0.5033783783783784,0.6931614176557562,0.4985305904354796,0.000125
78,0.6933374862795405,0.49770957398076043,0.6931501832073333,0.4985305904354796,0.000125
79,0.6933626387024275,0.49644983967017864,0.6931436135588628,0.5014694095645205,0.000125
80,0.6933314378961641,0.4971942281264315,0.6931449958356408,0.5014694095645205,0.000125
